Driver,LapNumber,TrackStatus,GP,Year
VER,1.0,1,Pre-Season Testing,2023
VER,2.0,1,Pre-Season Testing,2023
VER,3.0,1,Pre-Season Testing,2023
VER,4.0,1,Pre-Season Testing,2023
VER,5.0,1,Pre-Season Testing,2023
VER,6.0,1,Pre-Season Testing,2023
VER,7.0,1,Pre-Season Testing,2023
VER,8.0,1,Pre-Season Testing,2023
VER,9.0,1,Pre-Season Testing,2023
VER,10.0,1,Pre-Season Testing,2023
VER,11.0,1,Pre-Season Testing,2023
VER,12.0,1,Pre-Season Testing,2023
VER,13.0,1,Pre-Season Testing,2023
VER,14.0,1,Pre-Season Testing,2023
VER,15.0,1,Pre-Season Testing,2023
VER,16.0,1,Pre-Season Testing,2023
VER,17.0,1,Pre-Season Testing,2023
VER,18.0,1,Pre-Season Testing,2023
VER,19.0,1,Pre-Season Testing,2023
VER,20.0,1,Pre-Season Testing,2023
VER,21.0,1,Pre-Season Testing,2023
VER,22.0,1,Pre-Season Testing,2023
VER,23.0,1,Pre-Season Testing,2023
VER,24.0,1,Pre-Season Testing,2023
VER,25.0,1,Pre-Season Testing,2023
VER,26.0,1,Pre-Season Testing,2023
VER,27.0,1,Pre-Season Testing,2023
VER,28.0,1,Pre-Season Testing,2023
VER,29.0,1,Pre-Season Testing,2023
VER,30.0,1,Pre-Season Testing,2023
VER,31.0,1,Pre-Season Testing,2023
VER,32.0,1,Pre-Season Testing,2023
VER,33.0,1264,Pre-Season Testing,2023
VER,34.0,4,Pre-Season Testing,2023
VER,35.0,4,Pre-Season Testing,2023
VER,36.0,4,Pre-Season Testing,2023
VER,37.0,4,Pre-Season Testing,2023
VER,38.0,41,Pre-Season Testing,2023
VER,39.0,1,Pre-Season Testing,2023
VER,40.0,1,Pre-Season Testing,2023
VER,41.0,1,Pre-Season Testing,2023
VER,42.0,1,Pre-Season Testing,2023
VER,43.0,1,Pre-Season Testing,2023
VER,44.0,1,Pre-Season Testing,2023
VER,45.0,1,Pre-Season Testing,2023
VER,46.0,1,Pre-Season Testing,2023
VER,47.0,1,Pre-Season Testing,2023
VER,48.0,1,Pre-Season Testing,2023
VER,49.0,1,Pre-Season Testing,2023
VER,50.0,1,Pre-Season Testing,2023
VER,51.0,1,Pre-Season Testing,2023
VER,52.0,1,Pre-Season Testing,2023
GAS,1.0,1,Pre-Season Testing,2023
GAS,2.0,1,Pre-Season Testing,2023
GAS,3.0,1,Pre-Season Testing,2023
GAS,4.0,1,Pre-Season Testing,2023
GAS,5.0,1,Pre-Season Testing,2023
GAS,6.0,1,Pre-Season Testing,2023
GAS,7.0,1,Pre-Season Testing,2023
GAS,8.0,1,Pre-Season Testing,2023
GAS,9.0,1,Pre-Season Testing,2023
GAS,10.0,1,Pre-Season Testing,2023
GAS,11.0,1,Pre-Season Testing,2023
GAS,12.0,1,Pre-Season Testing,2023
GAS,13.0,1,Pre-Season Testing,2023
GAS,14.0,1,Pre-Season Testing,2023
GAS,15.0,1,Pre-Season Testing,2023
GAS,16.0,1,Pre-Season Testing,2023
GAS,17.0,1,Pre-Season Testing,2023
GAS,18.0,1,Pre-Season Testing,2023
GAS,19.0,1,Pre-Season Testing,2023
GAS,20.0,1,Pre-Season Testing,2023
GAS,21.0,1,Pre-Season Testing,2023
GAS,22.0,1,Pre-Season Testing,2023
GAS,23.0,1,Pre-Season Testing,2023
GAS,24.0,1,Pre-Season Testing,2023
GAS,25.0,1,Pre-Season Testing,2023
GAS,26.0,1,Pre-Season Testing,2023
GAS,27.0,1,Pre-Season Testing,2023
GAS,28.0,1,Pre-Season Testing,2023
GAS,29.0,1,Pre-Season Testing,2023
GAS,30.0,1,Pre-Season Testing,2023
GAS,31.0,1,Pre-Season Testing,2023
GAS,32.0,126,Pre-Season Testing,2023
GAS,33.0,64,Pre-Season Testing,2023
GAS,34.0,4,Pre-Season Testing,2023
GAS,35.0,4,Pre-Season Testing,2023
GAS,36.0,4,Pre-Season Testing,2023
GAS,37.0,4,Pre-Season Testing,2023
GAS,38.0,41,Pre-Season Testing,2023
GAS,39.0,1,Pre-Season Testing,2023
GAS,40.0,1,Pre-Season Testing,2023
GAS,41.0,1,Pre-Season Testing,2023
GAS,42.0,1,Pre-Season Testing,2023
GAS,43.0,1,Pre-Season Testing,2023
GAS,44.0,1,Pre-Season Testing,2023
GAS,45.0,1,Pre-Season Testing,2023
GAS,46.0,1,Pre-Season Testing,2023
PER,1.0,1,Pre-Season Testing,2023
PER,2.0,1,Pre-Season Testing,2023
PER,3.0,1,Pre-Season Testing,2023
PER,4.0,1,Pre-Season Testing,2023
PER,5.0,1,Pre-Season Testing,2023
PER,6.0,1,Pre-Season Testing,2023
PER,7.0,1,Pre-Season Testing,2023
PER,8.0,1,Pre-Season Testing,2023
PER,9.0,1,Pre-Season Testing,2023
PER,10.0,1,Pre-Season Testing,2023
PER,11.0,1,Pre-Season Testing,2023
PER,12.0,1,Pre-Season Testing,2023
PER,13.0,1,Pre-Season Testing,2023
PER,14.0,1,Pre-Season Testing,2023
PER,15.0,1,Pre-Season Testing,2023
PER,16.0,1,Pre-Season Testing,2023
PER,17.0,1,Pre-Season Testing,2023
PER,18.0,1,Pre-Season Testing,2023
PER,19.0,1,Pre-Season Testing,2023
PER,20.0,1,Pre-Season Testing,2023
PER,21.0,1,Pre-Season Testing,2023
PER,22.0,1,Pre-Season Testing,2023
PER,23.0,1,Pre-Season Testing,2023
PER,24.0,1,Pre-Season Testing,2023
PER,25.0,1,Pre-Season Testing,2023
PER,26.0,1,Pre-Season Testing,2023
PER,27.0,1,Pre-Season Testing,2023
PER,28.0,1,Pre-Season Testing,2023
PER,29.0,1,Pre-Season Testing,2023
PER,30.0,1,Pre-Season Testing,2023
PER,31.0,1,Pre-Season Testing,2023
PER,32.0,126,Pre-Season Testing,2023
PER,33.0,64,Pre-Season Testing,2023
PER,34.0,4,Pre-Season Testing,2023
PER,35.0,4,Pre-Season Testing,2023
PER,36.0,4,Pre-Season Testing,2023
PER,37.0,4,Pre-Season Testing,2023
PER,38.0,41,Pre-Season Testing,2023
PER,39.0,1,Pre-Season Testing,2023
PER,40.0,1,Pre-Season Testing,2023
PER,41.0,1,Pre-Season Testing,2023
PER,42.0,1,Pre-Season Testing,2023
PER,43.0,1,Pre-Season Testing,2023
PER,44.0,1,Pre-Season Testing,2023
PER,45.0,1,Pre-Season Testing,2023
PER,46.0,1,Pre-Season Testing,2023
PER,47.0,1,Pre-Season Testing,2023
PER,48.0,1,Pre-Season Testing,2023
PER,49.0,1,Pre-Season Testing,2023
PER,50.0,1,Pre-Season Testing,2023
PER,51.0,1,Pre-Season Testing,2023
PER,52.0,1,Pre-Season Testing,2023
ALO,1.0,1,Pre-Season Testing,2023
ALO,2.0,1,Pre-Season Testing,2023
ALO,3.0,1,Pre-Season Testing,2023
ALO,4.0,1,Pre-Season Testing,2023
ALO,5.0,1,Pre-Season Testing,2023
ALO,6.0,1,Pre-Season Testing,2023
ALO,7.0,1,Pre-Season Testing,2023
ALO,8.0,1,Pre-Season Testing,2023
ALO,9.0,1,Pre-Season Testing,2023
ALO,10.0,1,Pre-Season Testing,2023
ALO,11.0,1,Pre-Season Testing,2023
ALO,12.0,1,Pre-Season Testing,2023
ALO,13.0,1,Pre-Season Testing,2023
ALO,14.0,1,Pre-Season Testing,2023
ALO,15.0,1,Pre-Season Testing,2023
ALO,16.0,1,Pre-Season Testing,2023
ALO,17.0,1,Pre-Season Testing,2023
ALO,18.0,1,Pre-Season Testing,2023
ALO,19.0,1,Pre-Season Testing,2023
ALO,20.0,1,Pre-Season Testing,2023
ALO,21.0,1,Pre-Season Testing,2023
ALO,22.0,1,Pre-Season Testing,2023
ALO,23.0,1,Pre-Season Testing,2023
ALO,24.0,1,Pre-Season Testing,2023
ALO,25.0,1,Pre-Season Testing,2023
ALO,26.0,1,Pre-Season Testing,2023
ALO,27.0,1,Pre-Season Testing,2023
ALO,28.0,1,Pre-Season Testing,2023
ALO,29.0,1,Pre-Season Testing,2023
ALO,30.0,1,Pre-Season Testing,2023
ALO,31.0,1,Pre-Season Testing,2023
ALO,32.0,126,Pre-Season Testing,2023
ALO,33.0,64,Pre-Season Testing,2023
ALO,34.0,4,Pre-Season Testing,2023
ALO,35.0,4,Pre-Season Testing,2023
ALO,36.0,4,Pre-Season Testing,2023
ALO,37.0,4,Pre-Season Testing,2023
ALO,38.0,41,Pre-Season Testing,2023
ALO,39.0,1,Pre-Season Testing,2023
ALO,40.0,1,Pre-Season Testing,2023
ALO,41.0,1,Pre-Season Testing,2023
ALO,42.0,1,Pre-Season Testing,2023
ALO,43.0,1,Pre-Season Testing,2023
ALO,44.0,1,Pre-Season Testing,2023
ALO,45.0,1,Pre-Season Testing,2023
ALO,46.0,1,Pre-Season Testing,2023
ALO,47.0,1,Pre-Season Testing,2023
ALO,48.0,1,Pre-Season Testing,2023
ALO,49.0,1,Pre-Season Testing,2023
ALO,50.0,1,Pre-Season Testing,2023
ALO,51.0,1,Pre-Season Testing,2023
ALO,52.0,1,Pre-Season Testing,2023
LEC,1.0,1,Pre-Season Testing,2023
LEC,2.0,1,Pre-Season Testing,2023
LEC,3.0,1,Pre-Season Testing,2023
LEC,4.0,1,Pre-Season Testing,2023
LEC,5.0,1,Pre-Season Testing,2023
LEC,6.0,1,Pre-Season Testing,2023
LEC,7.0,1,Pre-Season Testing,2023
LEC,8.0,1,Pre-Season Testing,2023
LEC,9.0,1,Pre-Season Testing,2023
LEC,10.0,1,Pre-Season Testing,2023
LEC,11.0,1,Pre-Season Testing,2023
LEC,12.0,1,Pre-Season Testing,2023
LEC,13.0,1,Pre-Season Testing,2023
LEC,14.0,1,Pre-Season Testing,2023
LEC,15.0,1,Pre-Season Testing,2023
LEC,16.0,1,Pre-Season Testing,2023
LEC,17.0,1,Pre-Season Testing,2023
LEC,18.0,1,Pre-Season Testing,2023
LEC,19.0,1,Pre-Season Testing,2023
LEC,20.0,1,Pre-Season Testing,2023
LEC,21.0,1,Pre-Season Testing,2023
LEC,22.0,1,Pre-Season Testing,2023
LEC,23.0,1,Pre-Season Testing,2023
LEC,24.0,1,Pre-Season Testing,2023
LEC,25.0,1,Pre-Season Testing,2023
LEC,26.0,1,Pre-Season Testing,2023
LEC,27.0,1,Pre-Season Testing,2023
LEC,28.0,1,Pre-Season Testing,2023
LEC,29.0,1,Pre-Season Testing,2023
LEC,30.0,1,Pre-Season Testing,2023
LEC,31.0,1,Pre-Season Testing,2023
LEC,32.0,126,Pre-Season Testing,2023
LEC,33.0,64,Pre-Season Testing,2023
LEC,34.0,4,Pre-Season Testing,2023
LEC,35.0,4,Pre-Season Testing,2023
LEC,36.0,4,Pre-Season Testing,2023
LEC,37.0,4,Pre-Season Testing,2023
LEC,38.0,41,Pre-Season Testing,2023
LEC,39.0,1,Pre-Season Testing,2023
LEC,40.0,1,Pre-Season Testing,2023
LEC,41.0,1,Pre-Season Testing,2023
LEC,42.0,1,Pre-Season Testing,2023
LEC,43.0,1,Pre-Season Testing,2023
LEC,44.0,1,Pre-Season Testing,2023
LEC,45.0,1,Pre-Season Testing,2023
LEC,46.0,1,Pre-Season Testing,2023
LEC,47.0,1,Pre-Season Testing,2023
LEC,48.0,1,Pre-Season Testing,2023
LEC,49.0,1,Pre-Season Testing,2023
LEC,50.0,1,Pre-Season Testing,2023
LEC,51.0,1,Pre-Season Testing,2023
LEC,52.0,1,Pre-Season Testing,2023
STR,1.0,1,Pre-Season Testing,2023
STR,2.0,1,Pre-Season Testing,2023
STR,3.0,1,Pre-Season Testing,2023
STR,4.0,1,Pre-Season Testing,2023
STR,5.0,1,Pre-Season Testing,2023
STR,6.0,1,Pre-Season Testing,2023
STR,7.0,1,Pre-Season Testing,2023
STR,8.0,1,Pre-Season Testing,2023
STR,9.0,1,Pre-Season Testing,2023
STR,10.0,1,Pre-Season Testing,2023
STR,11.0,1,Pre-Season Testing,2023
STR,12.0,1,Pre-Season Testing,2023
STR,13.0,1,Pre-Season Testing,2023
STR,14.0,1,Pre-Season Testing,2023
STR,15.0,1,Pre-Season Testing,2023
STR,16.0,1,Pre-Season Testing,2023
STR,17.0,1,Pre-Season Testing,2023
STR,18.0,1,Pre-Season Testing,2023
STR,19.0,1,Pre-Season Testing,2023
STR,20.0,1,Pre-Season Testing,2023
STR,21.0,1,Pre-Season Testing,2023
STR,22.0,1,Pre-Season Testing,2023
STR,23.0,1,Pre-Season Testing,2023
STR,24.0,1,Pre-Season Testing,2023
STR,25.0,1,Pre-Season Testing,2023
STR,26.0,1,Pre-Season Testing,2023
STR,27.0,1,Pre-Season Testing,2023
STR,28.0,1,Pre-Season Testing,2023
STR,29.0,1,Pre-Season Testing,2023
STR,30.0,1,Pre-Season Testing,2023
STR,31.0,1,Pre-Season Testing,2023
STR,32.0,126,Pre-Season Testing,2023
STR,33.0,64,Pre-Season Testing,2023
STR,34.0,4,Pre-Season Testing,2023
STR,35.0,4,Pre-Season Testing,2023
STR,36.0,4,Pre-Season Testing,2023
STR,37.0,4,Pre-Season Testing,2023
STR,38.0,41,Pre-Season Testing,2023
STR,39.0,1,Pre-Season Testing,2023
STR,40.0,1,Pre-Season Testing,2023
STR,41.0,1,Pre-Season Testing,2023
STR,42.0,1,Pre-Season Testing,2023
STR,43.0,1,Pre-Season Testing,2023
STR,44.0,1,Pre-Season Testing,2023
STR,45.0,1,Pre-Season Testing,2023
STR,46.0,1,Pre-Season Testing,2023
STR,47.0,1,Pre-Season Testing,2023
STR,48.0,1,Pre-Season Testing,2023
STR,49.0,1,Pre-Season Testing,2023
STR,50.0,1,Pre-Season Testing,2023
STR,51.0,1,Pre-Season Testing,2023
STR,52.0,1,Pre-Season Testing,2023
SAR,1.0,1,Pre-Season Testing,2023
SAR,2.0,1,Pre-Season Testing,2023
SAR,3.0,1,Pre-Season Testing,2023
SAR,4.0,1,Pre-Season Testing,2023
SAR,5.0,1,Pre-Season Testing,2023
SAR,6.0,1,Pre-Season Testing,2023
SAR,7.0,1,Pre-Season Testing,2023
SAR,8.0,1,Pre-Season Testing,2023
SAR,9.0,1,Pre-Season Testing,2023
SAR,10.0,1,Pre-Season Testing,2023
SAR,11.0,1,Pre-Season Testing,2023
SAR,12.0,1,Pre-Season Testing,2023
SAR,13.0,1,Pre-Season Testing,2023
SAR,14.0,1,Pre-Season Testing,2023
SAR,15.0,1,Pre-Season Testing,2023
SAR,16.0,1,Pre-Season Testing,2023
SAR,17.0,1,Pre-Season Testing,2023
SAR,18.0,1,Pre-Season Testing,2023
SAR,19.0,1,Pre-Season Testing,2023
SAR,20.0,1,Pre-Season Testing,2023
SAR,21.0,1,Pre-Season Testing,2023
SAR,22.0,1,Pre-Season Testing,2023
SAR,23.0,1,Pre-Season Testing,2023
SAR,24.0,1,Pre-Season Testing,2023
SAR,25.0,1,Pre-Season Testing,2023
SAR,26.0,1,Pre-Season Testing,2023
SAR,27.0,1,Pre-Season Testing,2023
SAR,28.0,1,Pre-Season Testing,2023
SAR,29.0,1,Pre-Season Testing,2023
SAR,30.0,1,Pre-Season Testing,2023
SAR,31.0,1,Pre-Season Testing,2023
SAR,32.0,126,Pre-Season Testing,2023
SAR,33.0,64,Pre-Season Testing,2023
SAR,34.0,4,Pre-Season Testing,2023
SAR,35.0,4,Pre-Season Testing,2023
SAR,36.0,4,Pre-Season Testing,2023
SAR,37.0,4,Pre-Season Testing,2023
SAR,38.0,41,Pre-Season Testing,2023
SAR,39.0,1,Pre-Season Testing,2023
SAR,40.0,1,Pre-Season Testing,2023
SAR,41.0,1,Pre-Season Testing,2023
SAR,42.0,1,Pre-Season Testing,2023
SAR,43.0,1,Pre-Season Testing,2023
SAR,44.0,1,Pre-Season Testing,2023
SAR,45.0,1,Pre-Season Testing,2023
SAR,46.0,1,Pre-Season Testing,2023
SAR,47.0,1,Pre-Season Testing,2023
SAR,48.0,1,Pre-Season Testing,2023
SAR,49.0,1,Pre-Season Testing,2023
SAR,50.0,1,Pre-Season Testing,2023
SAR,51.0,1,Pre-Season Testing,2023
SAR,52.0,1,Pre-Season Testing,2023
MAG,1.0,1,Pre-Season Testing,2023
MAG,2.0,1,Pre-Season Testing,2023
MAG,3.0,1,Pre-Season Testing,2023
MAG,4.0,1,Pre-Season Testing,2023
MAG,5.0,1,Pre-Season Testing,2023
MAG,6.0,1,Pre-Season Testing,2023
MAG,7.0,1,Pre-Season Testing,2023
MAG,8.0,1,Pre-Season Testing,2023
MAG,9.0,1,Pre-Season Testing,2023
MAG,10.0,1,Pre-Season Testing,2023
MAG,11.0,1,Pre-Season Testing,2023
MAG,12.0,1,Pre-Season Testing,2023
MAG,13.0,1,Pre-Season Testing,2023
MAG,14.0,1,Pre-Season Testing,2023
MAG,15.0,1,Pre-Season Testing,2023
MAG,16.0,1,Pre-Season Testing,2023
MAG,17.0,1,Pre-Season Testing,2023
MAG,18.0,1,Pre-Season Testing,2023
MAG,19.0,1,Pre-Season Testing,2023
MAG,20.0,1,Pre-Season Testing,2023
MAG,21.0,1,Pre-Season Testing,2023
MAG,22.0,1,Pre-Season Testing,2023
MAG,23.0,1,Pre-Season Testing,2023
MAG,24.0,1,Pre-Season Testing,2023
MAG,25.0,1,Pre-Season Testing,2023
MAG,26.0,1,Pre-Season Testing,2023
MAG,27.0,1,Pre-Season Testing,2023
MAG,28.0,1,Pre-Season Testing,2023
MAG,29.0,1,Pre-Season Testing,2023
MAG,30.0,1,Pre-Season Testing,2023
MAG,31.0,1,Pre-Season Testing,2023
MAG,32.0,1,Pre-Season Testing,2023
DEV,1.0,1,Pre-Season Testing,2023
DEV,2.0,1,Pre-Season Testing,2023
DEV,3.0,1,Pre-Season Testing,2023
DEV,4.0,1,Pre-Season Testing,2023
DEV,5.0,1,Pre-Season Testing,2023
DEV,6.0,1,Pre-Season Testing,2023
DEV,7.0,1,Pre-Season Testing,2023
DEV,8.0,1,Pre-Season Testing,2023
DEV,9.0,1,Pre-Season Testing,2023
DEV,10.0,1,Pre-Season Testing,2023
DEV,11.0,1,Pre-Season Testing,2023
DEV,12.0,1,Pre-Season Testing,2023
DEV,13.0,1,Pre-Season Testing,2023
DEV,14.0,1,Pre-Season Testing,2023
DEV,15.0,1,Pre-Season Testing,2023
DEV,16.0,1,Pre-Season Testing,2023
DEV,17.0,1,Pre-Season Testing,2023
DEV,18.0,1,Pre-Season Testing,2023
DEV,19.0,1,Pre-Season Testing,2023
DEV,20.0,1,Pre-Season Testing,2023
DEV,21.0,1,Pre-Season Testing,2023
DEV,22.0,1,Pre-Season Testing,2023
DEV,23.0,1,Pre-Season Testing,2023
DEV,24.0,1,Pre-Season Testing,2023
DEV,25.0,1,Pre-Season Testing,2023
DEV,26.0,1,Pre-Season Testing,2023
DEV,27.0,1,Pre-Season Testing,2023
DEV,28.0,1,Pre-Season Testing,2023
DEV,29.0,1,Pre-Season Testing,2023
DEV,30.0,1,Pre-Season Testing,2023
DEV,31.0,1,Pre-Season Testing,2023
DEV,32.0,126,Pre-Season Testing,2023
DEV,33.0,64,Pre-Season Testing,2023
DEV,34.0,4,Pre-Season Testing,2023
DEV,35.0,4,Pre-Season Testing,2023
DEV,36.0,4,Pre-Season Testing,2023
DEV,37.0,4,Pre-Season Testing,2023
DEV,38.0,41,Pre-Season Testing,2023
DEV,39.0,1,Pre-Season Testing,2023
DEV,40.0,1,Pre-Season Testing,2023
DEV,41.0,1,Pre-Season Testing,2023
DEV,42.0,1,Pre-Season Testing,2023
DEV,43.0,1,Pre-Season Testing,2023
DEV,44.0,1,Pre-Season Testing,2023
DEV,45.0,1,Pre-Season Testing,2023
DEV,46.0,1,Pre-Season Testing,2023
DEV,47.0,1,Pre-Season Testing,2023
DEV,48.0,1,Pre-Season Testing,2023
DEV,49.0,1,Pre-Season Testing,2023
DEV,50.0,1,Pre-Season Testing,2023
DEV,51.0,1,Pre-Season Testing,2023
DEV,52.0,1,Pre-Season Testing,2023
TSU,1.0,1,Pre-Season Testing,2023
TSU,2.0,1,Pre-Season Testing,2023
TSU,3.0,1,Pre-Season Testing,2023
TSU,4.0,1,Pre-Season Testing,2023
TSU,5.0,1,Pre-Season Testing,2023
TSU,6.0,1,Pre-Season Testing,2023
TSU,7.0,1,Pre-Season Testing,2023
TSU,8.0,1,Pre-Season Testing,2023
TSU,9.0,1,Pre-Season Testing,2023
TSU,10.0,1,Pre-Season Testing,2023
TSU,11.0,1,Pre-Season Testing,2023
TSU,12.0,1,Pre-Season Testing,2023
TSU,13.0,1,Pre-Season Testing,2023
TSU,14.0,1,Pre-Season Testing,2023
TSU,15.0,1,Pre-Season Testing,2023
TSU,16.0,1,Pre-Season Testing,2023
TSU,17.0,1,Pre-Season Testing,2023
TSU,18.0,1,Pre-Season Testing,2023
TSU,19.0,1,Pre-Season Testing,2023
TSU,20.0,1,Pre-Season Testing,2023
TSU,21.0,1,Pre-Season Testing,2023
TSU,22.0,1,Pre-Season Testing,2023
TSU,23.0,1,Pre-Season Testing,2023
TSU,24.0,1,Pre-Season Testing,2023
TSU,25.0,1,Pre-Season Testing,2023
TSU,26.0,1,Pre-Season Testing,2023
TSU,27.0,1,Pre-Season Testing,2023
TSU,28.0,1,Pre-Season Testing,2023
TSU,29.0,1,Pre-Season Testing,2023
TSU,30.0,1,Pre-Season Testing,2023
TSU,31.0,1,Pre-Season Testing,2023
TSU,32.0,126,Pre-Season Testing,2023
TSU,33.0,64,Pre-Season Testing,2023
TSU,34.0,4,Pre-Season Testing,2023
TSU,35.0,4,Pre-Season Testing,2023
TSU,36.0,4,Pre-Season Testing,2023
TSU,37.0,4,Pre-Season Testing,2023
TSU,38.0,41,Pre-Season Testing,2023
TSU,39.0,1,Pre-Season Testing,2023
TSU,40.0,1,Pre-Season Testing,2023
TSU,41.0,1,Pre-Season Testing,2023
TSU,42.0,1,Pre-Season Testing,2023
TSU,43.0,1,Pre-Season Testing,2023
TSU,44.0,1,Pre-Season Testing,2023
TSU,45.0,1,Pre-Season Testing,2023
TSU,46.0,1,Pre-Season Testing,2023
TSU,47.0,1,Pre-Season Testing,2023
TSU,48.0,1,Pre-Season Testing,2023
TSU,49.0,1,Pre-Season Testing,2023
TSU,50.0,1,Pre-Season Testing,2023
TSU,51.0,1,Pre-Season Testing,2023
TSU,52.0,1,Pre-Season Testing,2023
ALB,1.0,1,Pre-Season Testing,2023
ALB,2.0,1,Pre-Season Testing,2023
ALB,3.0,1,Pre-Season Testing,2023
ALB,4.0,1,Pre-Season Testing,2023
ALB,5.0,1,Pre-Season Testing,2023
ALB,6.0,1,Pre-Season Testing,2023
ALB,7.0,1,Pre-Season Testing,2023
ALB,8.0,1,Pre-Season Testing,2023
ALB,9.0,1,Pre-Season Testing,2023
ALB,10.0,1,Pre-Season Testing,2023
ALB,11.0,1,Pre-Season Testing,2023
ALB,12.0,1,Pre-Season Testing,2023
ALB,13.0,1,Pre-Season Testing,2023
ALB,14.0,1,Pre-Season Testing,2023
ALB,15.0,1,Pre-Season Testing,2023
ALB,16.0,1,Pre-Season Testing,2023
ALB,17.0,1,Pre-Season Testing,2023
ALB,18.0,1,Pre-Season Testing,2023
ALB,19.0,1,Pre-Season Testing,2023
ALB,20.0,1,Pre-Season Testing,2023
ALB,21.0,1,Pre-Season Testing,2023
ALB,22.0,1,Pre-Season Testing,2023
ALB,23.0,1,Pre-Season Testing,2023
ALB,24.0,1,Pre-Season Testing,2023
ALB,25.0,1,Pre-Season Testing,2023
ALB,26.0,1,Pre-Season Testing,2023
ALB,27.0,1,Pre-Season Testing,2023
ALB,28.0,1,Pre-Season Testing,2023
ALB,29.0,1,Pre-Season Testing,2023
ALB,30.0,1,Pre-Season Testing,2023
ALB,31.0,1,Pre-Season Testing,2023
ALB,32.0,126,Pre-Season Testing,2023
ALB,33.0,64,Pre-Season Testing,2023
ALB,34.0,4,Pre-Season Testing,2023
ALB,35.0,4,Pre-Season Testing,2023
ALB,36.0,4,Pre-Season Testing,2023
ALB,37.0,4,Pre-Season Testing,2023
ALB,38.0,41,Pre-Season Testing,2023
ALB,39.0,1,Pre-Season Testing,2023
ALB,40.0,1,Pre-Season Testing,2023
ALB,41.0,1,Pre-Season Testing,2023
ALB,42.0,1,Pre-Season Testing,2023
ALB,43.0,1,Pre-Season Testing,2023
ALB,44.0,1,Pre-Season Testing,2023
ALB,45.0,1,Pre-Season Testing,2023
ALB,46.0,1,Pre-Season Testing,2023
ALB,47.0,1,Pre-Season Testing,2023
ALB,48.0,1,Pre-Season Testing,2023
ALB,49.0,1,Pre-Season Testing,2023
ALB,50.0,1,Pre-Season Testing,2023
ALB,51.0,1,Pre-Season Testing,2023
ALB,52.0,1,Pre-Season Testing,2023
ZHO,1.0,1,Pre-Season Testing,2023
ZHO,2.0,1,Pre-Season Testing,2023
ZHO,3.0,1,Pre-Season Testing,2023
ZHO,4.0,1,Pre-Season Testing,2023
ZHO,5.0,1,Pre-Season Testing,2023
ZHO,6.0,1,Pre-Season Testing,2023
ZHO,7.0,1,Pre-Season Testing,2023
ZHO,8.0,1,Pre-Season Testing,2023
ZHO,9.0,1,Pre-Season Testing,2023
ZHO,10.0,1,Pre-Season Testing,2023
ZHO,11.0,1,Pre-Season Testing,2023
ZHO,12.0,1,Pre-Season Testing,2023
ZHO,13.0,1,Pre-Season Testing,2023
ZHO,14.0,1,Pre-Season Testing,2023
ZHO,15.0,1,Pre-Season Testing,2023
ZHO,16.0,1,Pre-Season Testing,2023
ZHO,17.0,1,Pre-Season Testing,2023
ZHO,18.0,1,Pre-Season Testing,2023
ZHO,19.0,1,Pre-Season Testing,2023
ZHO,20.0,1,Pre-Season Testing,2023
ZHO,21.0,1,Pre-Season Testing,2023
ZHO,22.0,1,Pre-Season Testing,2023
ZHO,23.0,1,Pre-Season Testing,2023
ZHO,24.0,1,Pre-Season Testing,2023
ZHO,25.0,1,Pre-Season Testing,2023
ZHO,26.0,1,Pre-Season Testing,2023
ZHO,27.0,1,Pre-Season Testing,2023
ZHO,28.0,1,Pre-Season Testing,2023
ZHO,29.0,1,Pre-Season Testing,2023
ZHO,30.0,1,Pre-Season Testing,2023
ZHO,31.0,1,Pre-Season Testing,2023
ZHO,32.0,126,Pre-Season Testing,2023
ZHO,33.0,64,Pre-Season Testing,2023
ZHO,34.0,4,Pre-Season Testing,2023
ZHO,35.0,4,Pre-Season Testing,2023
ZHO,36.0,4,Pre-Season Testing,2023
ZHO,37.0,4,Pre-Season Testing,2023
ZHO,38.0,41,Pre-Season Testing,2023
ZHO,39.0,1,Pre-Season Testing,2023
ZHO,40.0,1,Pre-Season Testing,2023
ZHO,41.0,1,Pre-Season Testing,2023
ZHO,42.0,1,Pre-Season Testing,2023
ZHO,43.0,1,Pre-Season Testing,2023
ZHO,44.0,1,Pre-Season Testing,2023
ZHO,45.0,1,Pre-Season Testing,2023
ZHO,46.0,1,Pre-Season Testing,2023
ZHO,47.0,1,Pre-Season Testing,2023
ZHO,48.0,1,Pre-Season Testing,2023
ZHO,49.0,1,Pre-Season Testing,2023
ZHO,50.0,1,Pre-Season Testing,2023
ZHO,51.0,1,Pre-Season Testing,2023
ZHO,52.0,1,Pre-Season Testing,2023
HUL,1.0,1,Pre-Season Testing,2023
HUL,2.0,1,Pre-Season Testing,2023
HUL,3.0,1,Pre-Season Testing,2023
HUL,4.0,1,Pre-Season Testing,2023
HUL,5.0,1,Pre-Season Testing,2023
HUL,6.0,1,Pre-Season Testing,2023
HUL,7.0,1,Pre-Season Testing,2023
HUL,8.0,1,Pre-Season Testing,2023
HUL,9.0,1,Pre-Season Testing,2023
HUL,10.0,1,Pre-Season Testing,2023
HUL,11.0,1,Pre-Season Testing,2023
HUL,12.0,1,Pre-Season Testing,2023
HUL,13.0,1,Pre-Season Testing,2023
HUL,14.0,1,Pre-Season Testing,2023
