Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,RoundNumber,GP,Session,Date
0 days 01:03:13.785000,VER,1,96.296,2,1.0,,,30.916,41.661,23.719,0 days 01:02:08.426000,0 days 01:02:50.087000,0 days 01:03:13.806000,232.0,248.0,276.0,287.0,True,SOFT,5,0,Red Bull Racing,0 days 01:01:37.489000,05:19.9,1,1.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:04:50.538000,VER,1,96.753,3,1.0,,,30.999,41.966,23.788,0 days 01:03:44.805000,0 days 01:04:26.771000,0 days 01:04:50.559000,231.0,243.0,276.0,290.0,False,SOFT,6,0,Red Bull Racing,0 days 01:03:13.785000,06:56.2,1,1.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:06:27.185000,VER,1,96.647,4,1.0,,,30.931,41.892,23.824,0 days 01:05:21.490000,0 days 01:06:03.382000,0 days 01:06:27.206000,233.0,253.0,276.0,290.0,False,SOFT,7,0,Red Bull Racing,0 days 01:04:50.538000,08:33.0,1,1.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:08:04.358000,VER,1,97.173,5,1.0,,,31.255,42.056,23.862,0 days 01:06:58.461000,0 days 01:07:40.517000,0 days 01:08:04.379000,231.0,245.0,276.0,289.0,False,SOFT,8,0,Red Bull Racing,0 days 01:06:27.185000,10:09.6,1,1.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:09:41.450000,VER,1,97.092,6,1.0,,,31.041,42.187,23.864,0 days 01:08:35.420000,0 days 01:09:17.607000,0 days 01:09:41.471000,231.0,247.0,276.0,296.0,False,SOFT,9,0,Red Bull Racing,0 days 01:08:04.358000,11:46.8,1,1.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:11:18.488000,VER,1,97.038,7,1.0,,,31.015,42.118,23.905,0 days 01:10:12.486000,0 days 01:10:54.604000,0 days 01:11:18.509000,232.0,242.0,277.0,291.0,False,SOFT,10,0,Red Bull Racing,0 days 01:09:41.450000,13:23.9,1,1.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:12:55.512000,VER,1,97.024,8,1.0,,,31.041,42.077,23.906,0 days 01:11:49.550000,0 days 01:12:31.627000,0 days 01:12:55.533000,231.0,250.0,277.0,291.0,False,SOFT,11,0,Red Bull Racing,0 days 01:11:18.488000,15:00.9,1,1.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:14:32.741000,VER,1,97.229,9,1.0,,,31.1,42.166,23.963,0 days 01:13:26.633000,0 days 01:14:08.799000,0 days 01:14:32.762000,231.0,243.0,276.0,292.0,False,SOFT,12,0,Red Bull Racing,0 days 01:12:55.512000,16:37.9,1,1.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:19:23.831000,VER,1,97.045,12,1.0,,,30.966,42.091,23.988,0 days 01:18:17.773000,0 days 01:18:59.864000,0 days 01:19:23.852000,234.0,249.0,277.0,292.0,False,SOFT,15,0,Red Bull Racing,0 days 01:17:46.786000,21:29.2,1,1.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:21:00.861000,VER,1,97.03,13,1.0,,,30.964,42.055,24.011,0 days 01:19:54.816000,0 days 01:20:36.871000,0 days 01:21:00.882000,233.0,251.0,277.0,292.0,False,SOFT,16,0,Red Bull Racing,0 days 01:19:23.831000,23:06.3,1,1.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:22:37.889000,VER,1,97.028,14,1.0,,,30.938,42.042,24.048,0 days 01:21:31.820000,0 days 01:22:13.862000,0 days 01:22:37.910000,233.0,253.0,277.0,293.0,False,SOFT,17,0,Red Bull Racing,0 days 01:21:00.861000,24:43.3,1,1.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:24:14.900000,VER,1,97.011,15,1.0,,,30.887,42.058,24.066,0 days 01:23:08.797000,0 days 01:23:50.855000,0 days 01:24:14.921000,232.0,254.0,276.0,293.0,False,SOFT,18,0,Red Bull Racing,0 days 01:22:37.889000,26:20.3,1,1.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:25:52.068000,VER,1,97.168,16,1.0,,,31.048,42.032,24.088,0 days 01:24:45.969000,0 days 01:25:28.001000,0 days 01:25:52.089000,233.0,260.0,277.0,292.0,False,SOFT,19,0,Red Bull Racing,0 days 01:24:14.900000,27:57.3,1,1.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:31:05.101000,VER,1,95.283,19,2.0,,,30.628,41.162,23.493,0 days 01:30:00.467000,0 days 01:30:41.629000,0 days 01:31:05.122000,233.0,248.0,278.0,288.0,True,HARD,2,1,Red Bull Racing,0 days 01:29:29.818000,33:12.2,1,1.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:32:40.261000,VER,1,95.16,20,2.0,,,30.585,41.1,23.475,0 days 01:31:35.707000,0 days 01:32:16.807000,0 days 01:32:40.282000,233.0,256.0,278.0,291.0,True,HARD,3,1,Red Bull Racing,0 days 01:31:05.101000,34:47.5,1,1.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:34:15.577000,VER,1,95.316,21,2.0,,,30.576,41.24,23.5,0 days 01:33:10.858000,0 days 01:33:52.098000,0 days 01:34:15.598000,235.0,251.0,278.0,293.0,False,HARD,4,1,Red Bull Racing,0 days 01:32:40.261000,36:22.7,1,1.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:35:50.781000,VER,1,95.204,22,2.0,,,30.56,41.142,23.502,0 days 01:34:46.158000,0 days 01:35:27.300000,0 days 01:35:50.802000,234.0,254.0,279.0,294.0,False,HARD,5,1,Red Bull Racing,0 days 01:34:15.577000,37:58.0,1,1.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:37:25.997000,VER,1,95.216,23,2.0,,,30.553,41.145,23.518,0 days 01:36:21.355000,0 days 01:37:02.500000,0 days 01:37:26.018000,234.0,253.0,279.0,294.0,False,HARD,6,1,Red Bull Racing,0 days 01:35:50.781000,39:33.2,1,1.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:39:01.286000,VER,1,95.289,24,2.0,,,30.548,41.257,23.484,0 days 01:37:56.566000,0 days 01:38:37.823000,0 days 01:39:01.307000,234.0,257.0,279.0,294.0,False,HARD,7,1,Red Bull Racing,0 days 01:37:25.997000,41:08.4,1,1.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:40:36.628000,VER,1,95.342,25,2.0,,,30.518,41.282,23.542,0 days 01:39:31.825000,0 days 01:40:13.107000,0 days 01:40:36.649000,233.0,250.0,279.0,295.0,False,HARD,8,1,Red Bull Racing,0 days 01:39:01.286000,42:43.7,1,1.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:42:11.851000,VER,1,95.223,26,2.0,,,30.522,41.14,23.561,0 days 01:41:07.171000,0 days 01:41:48.311000,0 days 01:42:11.872000,235.0,257.0,279.0,295.0,False,HARD,9,1,Red Bull Racing,0 days 01:40:36.628000,44:19.1,1,1.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:43:47.432000,VER,1,95.581,27,2.0,,,30.649,41.338,23.594,0 days 01:42:42.521000,0 days 01:43:23.859000,0 days 01:43:47.453000,230.0,250.0,279.0,294.0,False,HARD,10,1,Red Bull Racing,0 days 01:42:11.851000,45:54.3,1,1.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:45:22.909000,VER,1,95.477,28,2.0,,,30.588,41.272,23.617,0 days 01:44:18.041000,0 days 01:44:59.313000,0 days 01:45:22.930000,233.0,258.0,278.0,293.0,False,HARD,11,1,Red Bull Racing,0 days 01:43:47.432000,47:29.9,1,1.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:46:58.702000,VER,1,95.793,29,2.0,,,30.679,41.485,23.629,0 days 01:45:53.609000,0 days 01:46:35.094000,0 days 01:46:58.723000,234.0,258.0,279.0,293.0,False,HARD,12,1,Red Bull Racing,0 days 01:45:22.909000,49:05.3,1,1.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:48:34.473000,VER,1,95.771,30,2.0,,,30.657,41.47,23.644,0 days 01:47:29.380000,0 days 01:48:10.850000,0 days 01:48:34.494000,234.0,254.0,279.0,294.0,False,HARD,13,1,Red Bull Racing,0 days 01:46:58.702000,50:41.1,1,1.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:50:10.152000,VER,1,95.679,31,2.0,,,30.635,41.435,23.609,0 days 01:49:05.129000,0 days 01:49:46.564000,0 days 01:50:10.173000,234.0,260.0,279.0,295.0,False,HARD,14,1,Red Bull Racing,0 days 01:48:34.473000,52:16.9,1,1.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:51:46.038000,VER,1,95.886,32,2.0,,,30.669,41.519,23.698,0 days 01:50:40.842000,0 days 01:51:22.361000,0 days 01:51:46.059000,234.0,260.0,279.0,296.0,False,HARD,15,1,Red Bull Racing,0 days 01:50:10.152000,53:52.6,1,1.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:53:21.901000,VER,1,95.863,33,2.0,,,30.69,41.459,23.714,0 days 01:52:16.749000,0 days 01:52:58.208000,0 days 01:53:21.922000,233.0,258.0,279.0,295.0,False,HARD,16,1,Red Bull Racing,0 days 01:51:46.038000,55:28.5,1,1.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:54:58.034000,VER,1,96.133,34,2.0,,,30.685,41.661,23.787,0 days 01:53:52.607000,0 days 01:54:34.268000,0 days 01:54:58.055000,233.0,261.0,279.0,296.0,False,HARD,17,1,Red Bull Racing,0 days 01:53:21.901000,57:04.3,1,1.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:56:34.052000,VER,1,96.018,35,2.0,,,30.727,41.557,23.734,0 days 01:55:28.782000,0 days 01:56:10.339000,0 days 01:56:34.073000,234.0,260.0,279.0,295.0,False,HARD,18,1,Red Bull Racing,0 days 01:54:58.034000,58:40.5,1,1.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:58:10.257000,VER,1,96.205,36,2.0,,,30.794,41.561,23.85,0 days 01:57:04.867000,0 days 01:57:46.428000,0 days 01:58:10.278000,234.0,263.0,280.0,297.0,False,HARD,19,1,Red Bull Racing,0 days 01:56:34.052000,00:16.5,1,1.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:03:18.544000,VER,1,92.608,39,3.0,,,29.741,39.916,22.951,0 days 02:02:15.698000,0 days 02:02:55.614000,0 days 02:03:18.565000,239.0,265.0,281.0,299.0,True,SOFT,2,1,Red Bull Racing,0 days 02:01:45.936000,05:28.4,1,1.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:04:55.133000,VER,1,96.589,40,3.0,,,31.014,42.023,23.552,0 days 02:03:49.579000,0 days 02:04:31.602000,0 days 02:04:55.154000,234.0,245.0,281.0,275.0,False,SOFT,3,1,Red Bull Racing,0 days 02:03:18.544000,07:01.0,1,1.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:06:30.423000,VER,1,95.29,41,3.0,,,30.697,41.281,23.312,0 days 02:05:25.851000,0 days 02:06:07.132000,0 days 02:06:30.444000,237.0,252.0,281.0,292.0,False,SOFT,4,1,Red Bull Racing,0 days 02:04:55.133000,08:37.6,1,1.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:08:05.090000,VER,1,94.667,42,3.0,,,30.477,40.996,23.194,0 days 02:07:00.921000,0 days 02:07:41.917000,0 days 02:08:05.111000,237.0,261.0,281.0,294.0,False,SOFT,5,1,Red Bull Racing,0 days 02:06:30.423000,10:12.9,1,1.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:09:39.241000,VER,1,94.151,43,3.0,,,30.132,40.772,23.247,0 days 02:08:35.243000,0 days 02:09:16.015000,0 days 02:09:39.262000,237.0,261.0,281.0,296.0,False,SOFT,6,1,Red Bull Racing,0 days 02:08:05.090000,11:47.5,1,1.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:11:13.772000,VER,1,94.531,44,3.0,,,30.348,40.805,23.378,0 days 02:10:09.610000,0 days 02:10:50.415000,0 days 02:11:13.793000,237.0,264.0,281.0,293.0,False,SOFT,7,1,Red Bull Racing,0 days 02:09:39.241000,13:21.7,1,1.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:12:48.021000,VER,1,94.249,45,3.0,,,30.18,40.825,23.244,0 days 02:11:43.973000,0 days 02:12:24.798000,0 days 02:12:48.042000,237.0,260.0,281.0,295.0,False,SOFT,8,1,Red Bull Racing,0 days 02:11:13.772000,14:56.2,1,1.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:15:56.453000,VER,1,94.239,47,3.0,,,30.267,40.704,23.268,0 days 02:14:52.502000,0 days 02:15:33.206000,0 days 02:15:56.474000,235.0,263.0,281.0,295.0,False,SOFT,10,1,Red Bull Racing,0 days 02:14:22.214000,18:04.6,1,1.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:17:30.803000,VER,1,94.35,48,3.0,,,30.245,40.738,23.367,0 days 02:16:26.719000,0 days 02:17:07.457000,0 days 02:17:30.824000,235.0,264.0,282.0,297.0,False,SOFT,11,1,Red Bull Racing,0 days 02:15:56.453000,19:38.9,1,1.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:19:05.206000,VER,1,94.403,49,3.0,,,30.246,40.804,23.353,0 days 02:18:01.070000,0 days 02:18:41.874000,0 days 02:19:05.227000,235.0,261.0,282.0,298.0,False,SOFT,12,1,Red Bull Racing,0 days 02:17:30.803000,21:13.2,1,1.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:20:39.989000,VER,1,94.783,50,3.0,,,30.229,40.928,23.626,0 days 02:19:35.456000,0 days 02:20:16.384000,0 days 02:20:40.010000,236.0,265.0,289.0,298.0,False,SOFT,13,1,Red Bull Racing,0 days 02:19:05.206000,22:47.6,1,1.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:22:14.329000,VER,1,94.34,51,3.0,,,30.003,40.834,23.503,0 days 02:21:10.013000,0 days 02:21:50.847000,0 days 02:22:14.350000,236.0,267.0,282.0,314.0,False,SOFT,14,1,Red Bull Racing,0 days 02:20:39.989000,24:22.4,1,1.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:23:49.235000,VER,1,94.906,52,3.0,,,30.333,40.919,23.654,0 days 02:22:44.683000,0 days 02:23:25.602000,0 days 02:23:49.256000,235.0,266.0,284.0,299.0,False,SOFT,15,1,Red Bull Racing,0 days 02:22:14.329000,25:56.8,1,1.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:25:24.835000,VER,1,95.6,53,3.0,,,30.528,41.382,23.69,0 days 02:24:19.784000,0 days 02:25:01.166000,0 days 02:25:24.856000,237.0,270.0,284.0,300.0,False,SOFT,16,1,Red Bull Racing,0 days 02:23:49.235000,27:31.7,1,1.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:27:00.169000,VER,1,95.334,54,3.0,,,30.427,41.227,23.68,0 days 02:25:55.283000,0 days 02:26:36.510000,0 days 02:27:00.190000,236.0,270.0,283.0,301.0,False,SOFT,17,1,Red Bull Racing,0 days 02:25:24.835000,29:07.3,1,1.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:28:35.353000,VER,1,95.184,55,3.0,,,30.493,41.22,23.471,0 days 02:27:30.683000,0 days 02:28:11.903000,0 days 02:28:35.374000,236.0,267.0,281.0,296.0,False,SOFT,18,1,Red Bull Racing,0 days 02:27:00.169000,30:42.6,1,1.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:30:10.024000,VER,1,94.671,56,3.0,,,30.256,40.87,23.545,0 days 02:29:05.630000,0 days 02:29:46.500000,0 days 02:30:10.045000,236.0,267.0,281.0,297.0,False,SOFT,19,1,Red Bull Racing,0 days 02:28:35.353000,32:17.8,1,1.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:31:44.947000,VER,1,94.923,57,3.0,,,30.384,40.91,23.629,0 days 02:30:40.429000,0 days 02:31:21.339000,0 days 02:31:44.968000,236.0,267.0,275.0,296.0,False,SOFT,20,1,Red Bull Racing,0 days 02:30:10.024000,33:52.5,1,1.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:03:16.799000,PER,11,96.541,2,1.0,,,30.678,41.867,23.996,0 days 01:02:10.958000,0 days 01:02:52.825000,0 days 01:03:16.821000,234.0,257.0,285.0,302.0,True,SOFT,5,0,Red Bull Racing,0 days 01:01:40.258000,05:22.7,1,4.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:04:54.096000,PER,11,97.297,3,1.0,,,30.596,42.478,24.223,0 days 01:03:47.417000,0 days 01:04:29.895000,0 days 01:04:54.118000,231.0,245.0,284.0,315.0,False,SOFT,6,0,Red Bull Racing,0 days 01:03:16.799000,06:59.2,1,4.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:06:31.818000,PER,11,97.722,4,1.0,,,30.716,42.623,24.383,0 days 01:05:24.834000,0 days 01:06:07.457000,0 days 01:06:31.840000,233.0,246.0,283.0,314.0,False,SOFT,7,0,Red Bull Racing,0 days 01:04:54.096000,08:36.5,1,4.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:08:09.862000,PER,11,98.044,5,1.0,,,30.997,42.754,24.293,0 days 01:07:02.837000,0 days 01:07:45.591000,0 days 01:08:09.884000,227.0,249.0,285.0,320.0,False,SOFT,8,0,Red Bull Racing,0 days 01:06:31.818000,10:14.2,1,4.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:09:47.685000,PER,11,97.823,6,1.0,,,30.843,42.702,24.278,0 days 01:08:40.727000,0 days 01:09:23.429000,0 days 01:09:47.707000,226.0,249.0,285.0,320.0,False,SOFT,9,0,Red Bull Racing,0 days 01:08:09.862000,11:52.3,1,4.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:11:25.506000,PER,11,97.821,7,1.0,,,31.013,42.682,24.126,0 days 01:10:18.720000,0 days 01:11:01.402000,0 days 01:11:25.528000,232.0,259.0,278.0,316.0,False,SOFT,10,0,Red Bull Racing,0 days 01:09:47.685000,13:30.1,1,3.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:13:03.344000,PER,11,97.838,8,1.0,,,31.305,42.428,24.105,0 days 01:11:56.833000,0 days 01:12:39.261000,0 days 01:13:03.366000,232.0,261.0,278.0,302.0,False,SOFT,11,0,Red Bull Racing,0 days 01:11:25.506000,15:07.9,1,3.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:14:40.940000,PER,11,97.596,9,1.0,,,31.145,42.395,24.056,0 days 01:13:34.511000,0 days 01:14:16.906000,0 days 01:14:40.962000,228.0,257.0,278.0,302.0,False,SOFT,12,0,Red Bull Racing,0 days 01:13:03.344000,16:45.8,1,3.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:17:56.406000,PER,11,97.836,11,1.0,,,31.054,42.473,24.309,0 days 01:16:49.646000,0 days 01:17:32.119000,0 days 01:17:56.428000,233.0,258.0,282.0,300.0,False,SOFT,14,0,Red Bull Racing,0 days 01:16:18.570000,20:01.0,1,2.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:23:09.913000,PER,11,95.606,14,2.0,,,30.063,41.855,23.688,0 days 01:22:04.392000,0 days 01:22:46.247000,0 days 01:23:09.935000,234.0,263.0,279.0,320.0,True,HARD,2,1,Red Bull Racing,0 days 01:21:34.307000,25:16.7,1,6.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:24:46.728000,PER,11,96.815,15,2.0,,,30.785,41.795,24.235,0 days 01:23:40.720000,0 days 01:24:22.515000,0 days 01:24:46.750000,229.0,255.0,283.0,299.0,False,HARD,3,1,Red Bull Racing,0 days 01:23:09.913000,26:52.3,1,3.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:26:22.511000,PER,11,95.783,16,2.0,,,30.569,41.558,23.656,0 days 01:25:17.319000,0 days 01:25:58.877000,0 days 01:26:22.533000,228.0,256.0,277.0,316.0,False,HARD,4,1,Red Bull Racing,0 days 01:24:46.728000,28:29.2,1,2.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:27:58.965000,PER,11,96.454,17,2.0,,,30.922,41.823,23.709,0 days 01:26:53.455000,0 days 01:27:35.278000,0 days 01:27:58.987000,228.0,258.0,278.0,294.0,False,HARD,5,1,Red Bull Racing,0 days 01:26:22.511000,30:04.9,1,2.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:29:35.276000,PER,11,96.311,18,2.0,,,30.803,41.835,23.673,0 days 01:28:29.790000,0 days 01:29:11.625000,0 days 01:29:35.298000,235.0,259.0,278.0,291.0,False,HARD,6,1,Red Bull Racing,0 days 01:27:58.965000,31:41.4,1,2.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:31:11.314000,PER,11,96.038,19,2.0,,,30.702,41.633,23.703,0 days 01:30:06,0 days 01:30:47.633000,0 days 01:31:11.336000,236.0,254.0,278.0,298.0,False,HARD,7,1,Red Bull Racing,0 days 01:29:35.276000,33:17.7,1,2.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:32:47.592000,PER,11,96.278,20,2.0,,,30.918,41.686,23.674,0 days 01:31:42.254000,0 days 01:32:23.940000,0 days 01:32:47.614000,230.0,260.0,278.0,298.0,False,HARD,8,1,Red Bull Racing,0 days 01:31:11.314000,34:53.7,1,2.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:34:23.757000,PER,11,96.165,21,2.0,,,30.849,41.61,23.706,0 days 01:33:18.463000,0 days 01:34:00.073000,0 days 01:34:23.779000,230.0,263.0,277.0,298.0,False,HARD,9,1,Red Bull Racing,0 days 01:32:47.592000,36:30.0,1,2.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:35:59.794000,PER,11,96.037,22,2.0,,,30.824,41.536,23.677,0 days 01:34:54.603000,0 days 01:35:36.139000,0 days 01:35:59.816000,232.0,263.0,278.0,295.0,False,HARD,10,1,Red Bull Racing,0 days 01:34:23.757000,38:06.2,1,2.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:37:36.043000,PER,11,96.249,23,2.0,,,30.84,41.729,23.68,0 days 01:36:30.656000,0 days 01:37:12.385000,0 days 01:37:36.065000,230.0,262.0,279.0,299.0,False,HARD,11,1,Red Bull Racing,0 days 01:35:59.794000,39:42.2,1,2.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:39:12.254000,PER,11,96.211,24,2.0,,,30.792,41.687,23.732,0 days 01:38:06.857000,0 days 01:38:48.544000,0 days 01:39:12.276000,235.0,261.0,278.0,299.0,False,HARD,12,1,Red Bull Racing,0 days 01:37:36.043000,41:18.5,1,2.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:40:48.598000,PER,11,96.344,25,2.0,,,30.878,41.719,23.747,0 days 01:39:43.154000,0 days 01:40:24.873000,0 days 01:40:48.620000,233.0,260.0,279.0,297.0,False,HARD,13,1,Red Bull Racing,0 days 01:39:12.254000,42:54.7,1,2.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:42:24.945000,PER,11,96.347,26,2.0,,,30.938,41.666,23.743,0 days 01:41:19.558000,0 days 01:42:01.224000,0 days 01:42:24.967000,232.0,263.0,278.0,298.0,False,HARD,14,1,Red Bull Racing,0 days 01:40:48.598000,44:31.0,1,2.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:44:01.178000,PER,11,96.233,27,2.0,,,30.853,41.543,23.837,0 days 01:42:55.820000,0 days 01:43:37.363000,0 days 01:44:01.200000,235.0,263.0,279.0,299.0,False,HARD,15,1,Red Bull Racing,0 days 01:42:24.945000,46:07.4,1,2.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:45:37.404000,PER,11,96.226,28,2.0,,,30.929,41.588,23.709,0 days 01:44:32.129000,0 days 01:45:13.717000,0 days 01:45:37.426000,233.0,264.0,279.0,299.0,False,HARD,16,1,Red Bull Racing,0 days 01:44:01.178000,47:43.6,1,2.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:47:13.841000,PER,11,96.437,29,2.0,,,30.926,41.749,23.762,0 days 01:46:08.352000,0 days 01:46:50.101000,0 days 01:47:13.863000,228.0,263.0,279.0,298.0,False,HARD,17,1,Red Bull Racing,0 days 01:45:37.404000,49:19.8,1,2.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:48:50.154000,PER,11,96.313,30,2.0,,,30.916,41.643,23.754,0 days 01:47:44.779000,0 days 01:48:26.422000,0 days 01:48:50.176000,230.0,263.0,279.0,299.0,False,HARD,18,1,Red Bull Racing,0 days 01:47:13.841000,50:56.3,1,2.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:50:26.493000,PER,11,96.339,31,2.0,,,30.843,41.752,23.744,0 days 01:49:21.019000,0 days 01:50:02.771000,0 days 01:50:26.515000,231.0,263.0,279.0,299.0,False,HARD,19,1,Red Bull Racing,0 days 01:48:50.154000,52:32.6,1,2.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:52:02.769000,PER,11,96.276,32,2.0,,,30.856,41.671,23.749,0 days 01:50:57.371000,0 days 01:51:39.042000,0 days 01:52:02.791000,233.0,263.0,279.0,300.0,False,HARD,20,1,Red Bull Racing,0 days 01:50:26.493000,54:08.9,1,2.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:53:39.333000,PER,11,96.564,33,2.0,,,30.907,41.752,23.905,0 days 01:52:33.698000,0 days 01:53:15.450000,0 days 01:53:39.355000,230.0,264.0,279.0,299.0,False,HARD,21,1,Red Bull Racing,0 days 01:52:02.769000,55:45.2,1,2.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:55:15.711000,PER,11,96.378,34,2.0,,,30.84,41.734,23.804,0 days 01:54:10.195000,0 days 01:54:51.929000,0 days 01:55:15.733000,233.0,265.0,279.0,301.0,False,HARD,22,1,Red Bull Racing,0 days 01:53:39.333000,57:21.8,1,2.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:56:52.487000,PER,11,96.776,35,2.0,,,30.938,41.91,23.928,0 days 01:55:46.671000,0 days 01:56:28.581000,0 days 01:56:52.509000,231.0,261.0,279.0,299.0,False,HARD,23,1,Red Bull Racing,0 days 01:55:15.711000,58:58.1,1,2.0,False,,False,True,1,Bahrain Grand Prix,R,02-03-2024
